dominio;documento;nome;uf;cidade;cep;data_cadastro;ultima_atualizacao;ticket
corenrj.gov.br;027.149.095/0001-66;Conselho Regional de Enfermagem do Rio de Janeiro;RJ;Rio de Janeiro;20071-000;2019-05-24 16:59:46;2020-05-05 20:44:21;19691586
creci-es.gov.br;027.239.854/0001-81;Conselho Regional de Corretores de Imóveis/13 Reg.;ES;Vitória;29060-420;2000-08-07 15:05:22;2016-07-01 18:50:38;393289
crecies.gov.br;027.239.854/0001-81;Conselho Regional de Corretores de Imóveis/13 Reg.;ES;Vitória;29060-420;2008-07-31 14:26:14;2019-07-02 23:11:15;4720440
codesa.gov.br;027.316.538/0001-66;COMPANHIA DOCAS DO ESPIRITO SANTO;ES;Vitória;29050-300;2004-04-19 13:37:14;2020-05-05 20:44:08;1600186
portodevitoria.gov.br;027.316.538/0001-66;COMPANHIA DOCAS DO ESPIRITO SANTO;ES;Vitória;29050-300;2004-04-19 13:37:14;2020-05-05 20:44:09;1600188
emgepron.gov.br;027.816.487/0001-31;Empresa Gerencial de Projetos Navais;RJ;Rio de Janeiro;20180-001;2016-12-06 19:23:09;2016-12-06 19:23:09;16380610
portalpamse.gov.br;027.816.487/0001-31;Empresa Gerencial de Projetos Navais;RJ;Rio de Janeiro;20180-001;2016-12-06 19:23:10;2016-12-06 19:23:10;16380623
es.gov.br;028.162.790/0001-20;Inst. de Tec. da Informação e Comunicação do ES.;ES;Vitória;29050-925;1996-11-01 12:00:00;2019-01-25 17:24:51;0
crbm6.gov.br;028.299.858/0001-18;Conselho Regional de Biomedicina 6 Região;PR;Curitiba;80730-000;2017-09-29 17:10:25;2019-07-19 14:10:17;17483281
rap.gov.br;028.305.936/0001-40;MINISTÉRIO PÚBLICO DO ESTADO DO RIO DE JANEIRO;RJ;Rio de Janeiro;20020-080;2012-11-28 13:56:45;2020-05-08 18:19:35;10744654
ceturb.gov.br;028.503.894/0001-51;Comp de Transp Urb da Grande Vitória;ES;Vitória;29040-530;2000-05-29 19:31:32;2020-05-05 20:44:14;346479
niteroi-artes.gov.br;028.550.176/0001-36;Fundação de Arte de Niterói;RJ;Niterói;24210-470;1997-10-10 11:00:00;2013-05-30 02:21:06;62299
rio.gov.br;029.468.063/0001-59;Empresa Municipal de Informatica s/a;RJ;Rio de Janeiro;20210-030;2000-07-28 20:03:11;2019-12-11 17:59:01;394341
cvm.gov.br;029.507.878/0001-08;CVM - COMISSAO DE VALORES MOBILIARIOS;RJ;Rio de Janeiro;20050-901;1996-06-04 12:00:00;2020-04-03 22:34:18;8975
edufinanceiranaescola.gov.br;029.507.878/0001-08;CVM - COMISSAO DE VALORES MOBILIARIOS;RJ;Rio de Janeiro;20050-901;2014-05-20 09:39:26;2019-07-22 16:28:45;12841005
investidor.gov.br;029.507.878/0001-08;CVM - COMISSAO DE VALORES MOBILIARIOS;RJ;Rio de Janeiro;20050-901;2008-08-01 16:55:20;2020-04-03 22:33:53;4720366
portaldoinvestidor.gov.br;029.507.878/0001-08;CVM - COMISSAO DE VALORES MOBILIARIOS;RJ;Rio de Janeiro;20050-901;2006-12-20 15:46:49;2020-04-03 22:33:27;3236285
semanaenef.gov.br;029.507.878/0001-08;CVM - COMISSAO DE VALORES MOBILIARIOS;RJ;Rio de Janeiro;20050-901;2014-02-27 20:48:17;2020-04-10 01:07:36;12598009
vidaedinheiro.gov.br;029.507.878/0001-08;CVM - COMISSAO DE VALORES MOBILIARIOS;RJ;Rio de Janeiro;20050-901;2008-08-01 16:55:20;2019-07-23 12:35:11;4719790
msp.gov.br;029.971.283/0001-09;MINISTERIO DA SEGURANCA PUBLICA;DF;Brasília;70297-400;2018-07-11 13:50:13;2020-04-16 17:58:33;18544408
seguranca.gov.br;029.971.283/0001-09;MINISTERIO DA SEGURANCA PUBLICA;DF;Brasília;70297-400;2018-07-11 03:18:33;2020-04-16 17:59:02;18549140
crefito2.gov.br;029.991.262/0001-47;Conselho Reg. de Fisiot. e Terapia Ocup. da 2ª Reg;RJ;Rio de Janeiro;20260-300;2012-02-15 14:08:03;2012-02-15 14:08:03;9476312
rj.gov.br;030.121.578/0001-67;PRODERJ - Centro de Tecnologia da Informação do RJ;RJ;Rio de Janeiro;20071-004;1996-01-29 12:00:00;2019-11-01 18:33:17;5200
cmrj.gov.br;030.467.039/0001-84;CAMARA MUNICIPAL DO RIO DE JANEIRO;RJ;Rio de Janeiro;20031-050;1995-12-15 12:00:00;2020-05-05 20:44:19;4853
crt01.gov.br;030.871.497/0001-84;CONSELHO FEDERAL DOS TECNICOS INDUSTRIAIS;DF;Brasília;70316-900;2019-02-07 17:10:14;2020-05-05 20:44:09;19279511
crt02.gov.br;030.871.497/0001-84;CONSELHO FEDERAL DOS TECNICOS INDUSTRIAIS;DF;Brasília;70316-900;2019-02-07 17:10:14;2020-05-05 20:44:20;19279513
crt03.gov.br;030.871.497/0001-84;CONSELHO FEDERAL DOS TECNICOS INDUSTRIAIS;DF;Brasília;70316-900;2019-02-07 17:08:14;2020-05-06 19:52:31;19282324
crtes.gov.br;030.871.497/0001-84;CONSELHO FEDERAL DOS TECNICOS INDUSTRIAIS;DF;Brasília;70316-900;2019-02-07 17:06:13;2020-05-06 19:33:31;19279520
crtmg.gov.br;030.871.497/0001-84;CONSELHO FEDERAL DOS TECNICOS INDUSTRIAIS;DF;Brasília;70316-900;2019-02-07 17:10:14;2020-05-05 20:44:17;19279515
crtrj.gov.br;030.871.497/0001-84;CONSELHO FEDERAL DOS TECNICOS INDUSTRIAIS;DF;Brasília;70316-900;2019-02-07 17:10:14;2020-05-09 18:21:56;19279518
crtsp.gov.br;030.871.497/0001-84;CONSELHO FEDERAL DOS TECNICOS INDUSTRIAIS;DF;Brasília;70316-900;2019-02-07 17:10:14;2020-03-06 13:56:52;19279517
crm-rj.gov.br;031.027.527/0001-33;Conselho Regional de Medicina - CREMERJ;RJ;Rio de Janeiro;22250-040;2008-12-01 12:46:33;2020-05-05 20:44:14;5089377
crmrj.gov.br;031.027.527/0001-33;Conselho Regional de Medicina - CREMERJ;RJ;Rio de Janeiro;22250-040;2008-12-01 12:31:03;2020-05-05 20:44:19;5057878
crtrrj.gov.br;032.095.317/0001-45;CONSELHO REGIONAL DE TÉCNICOS EM RADIOLOGIA 4ª R;RJ;Rio de Janeiro;20031-908;2002-08-13 12:44:56;2020-05-05 20:44:10;937205
crefono1.gov.br;032.243.313/0001-67;CONSELHO REGIONAL DE FONOAUDIOLOGIA - 1A REGIAO;RJ;Rio de Janeiro;20031-010;2010-09-03 13:49:48;2019-12-06 18:13:36;7275234
crfa1.gov.br;032.243.313/0001-67;CONSELHO REGIONAL DE FONOAUDIOLOGIA - 1A REGIAO;RJ;Rio de Janeiro;20031-010;2009-07-03 13:35:02;2015-09-25 10:46:53;5697830
fonoaudiologia-1.gov.br;032.243.313/0001-67;CONSELHO REGIONAL DE FONOAUDIOLOGIA - 1A REGIAO;RJ;Rio de Janeiro;20031-010;2009-07-03 20:16:53;2015-03-19 20:03:54;5733993
fonoaudiologia-rj.gov.br;032.243.313/0001-67;CONSELHO REGIONAL DE FONOAUDIOLOGIA - 1A REGIAO;RJ;Rio de Janeiro;20031-010;2009-07-08 20:34:26;2015-03-19 20:11:13;5729289
trf2.gov.br;032.243.347/0001-51;TRIBUNAL REGIONAL FEDERAL DA 2A. REGIAO;RJ;Rio de Janeiro;20081-000;1997-10-02 12:00:00;2020-05-04 21:03:17;61185
palmares.gov.br;032.901.688/0001-77;Fundação Cultural Palmares / MinC;DF;Brasília;70308-200;2000-03-24 12:36:01;2020-05-08 18:20:31;276431
economizar.gov.br;033.000.167/0001-01;PETROLEO BRASILEIRO S.A. - PETROBRAS;RJ;Rio de Janeiro;20031-912;2002-06-21 17:10:11;2020-05-05 20:44:08;888871
conpet.gov.br;033.000.167/0147-57;PETROLEO BRASILEIRO S/A - PETROBRAS;RJ;Rio de Janeiro;20031-912;2001-08-15 13:07:31;2020-05-05 20:44:14;619358
petrobras.gov.br;033.000.167/0819-42;PETROLEO BRASILEIRO S/A - PETROBRAS;RJ;Rio de Janeiro;20031-912;1996-01-01 12:00:00;2020-05-05 20:44:21;0
ceplac.gov.br;033.004.300/0003-60;COMISSAO EXECUTIVA DO PLANO DA LAVOURA CACAUEIRA;BA;Ilhéus;45650-000;1997-09-27 12:00:00;2020-05-05 20:44:14;60228
crmvto.gov.br;033.209.263/0001-64;Conselho Regional de Medicina Veterinaria TO;TO;Palmas;77000-000;2013-10-11 16:53:18;2020-05-05 20:44:14;12092731
creci-rj.gov.br;033.345.109/0001-10;Conselho Regional dos Corretores de Imoveis 1 Reg.;RJ;Rio de Janeiro;20071-003;2008-06-10 18:35:21;2020-05-05 20:44:09;4530323
brasilre.gov.br;033.376.989/0001-91;IRB - BRASIL RESSEGUROS SA;RJ;Rio de Janeiro;20020-901;2009-06-16 14:19:39;2018-08-20 14:10:41;5608210
irb-brasilre.gov.br;033.376.989/0001-91;IRB - BRASIL RESSEGUROS SA;RJ;Rio de Janeiro;20020-901;2009-06-16 14:19:39;2018-08-20 14:11:12;5575493
irb.gov.br;033.376.989/0001-91;IRB - BRASIL RESSEGUROS SA;RJ;Rio de Janeiro;20020-901;1995-11-27 12:00:00;2018-08-20 14:11:40;4611
irbbrasilre.gov.br;033.376.989/0001-91;IRB - BRASIL RESSEGUROS SA;RJ;Rio de Janeiro;20020-901;2009-06-16 14:35:08;2018-08-20 14:12:35;5575522
chesf.gov.br;033.541.368/0001-16;COMPANHIA HIDROELETRICA DO SAO FRANCISCO;PE;Recife;50761-901;1996-04-17 12:00:00;2019-08-07 12:36:04;6832
rffsa.gov.br;033.613.332/0001-09;REDE FERROVIARIA FEDERAL S.A.;RJ;Rio de Janeiro;20224-900;1996-12-11 11:00:00;2020-05-05 20:44:18;24888
errec.gov.br;033.613.332/0019-20;Rede Ferroviaria federal S/A;PE;recife;50020-080;1998-02-09 12:03:12;2020-05-05 20:44:23;83258
amazonfund-bndes.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;2009-03-17 14:38:40;2014-02-13 23:08:30;5310107
amazonfund.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;2009-03-17 14:54:06;2014-02-27 23:16:39;5310125
amazoniafund.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;2009-03-17 14:54:06;2014-02-13 23:08:43;5310115
amazoniafundo-bndes.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;2009-03-17 14:38:39;2014-02-13 23:08:56;5310091
amazoniafundo.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;2009-03-17 14:54:06;2014-02-13 23:09:13;5310130
amazonianfund-bndes.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;2009-03-17 14:38:39;2014-02-13 23:09:26;5310056
amazonianfund.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;2009-03-17 14:54:06;2014-02-13 23:09:39;5310136
bnde.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;2018-08-06 12:38:36;2018-08-06 12:38:36;18646912
bndes.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;1995-10-30 12:00:00;2016-05-27 23:04:52;4412
bnds.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;2018-08-06 12:38:36;2018-08-06 12:38:36;18646930
cartaobndes.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;2002-05-02 13:40:46;2014-11-17 15:59:41;810139
centrodememoriabndes.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;2014-12-11 09:24:35;2014-12-11 09:24:35;13643576
ebndes.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;2002-05-02 13:40:48;2019-08-08 17:18:30;810174
fundoamazonia-bndes.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;2009-03-17 14:38:39;2014-02-13 23:15:28;5310031
fundoamazonia.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;2009-03-17 14:54:06;2014-02-27 23:18:04;5352022
memoriabndes.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;2014-12-10 15:38:29;2014-12-10 15:38:29;13601169
finame.gov.br;033.660.564/0001-00;Agência Especial de Financiamento Industrial;RJ;Rio de Janeiro;20031-917;2006-05-17 17:29:51;2014-11-11 20:50:02;2800317
a2000.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;1999-01-15 17:39:03;2020-03-12 15:25:48;137067
br.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2013-11-18 18:20:41;2020-04-07 17:51:50;12262544
brasilsemiseria.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2011-05-26 16:59:26;2019-08-14 19:22:17;8329623
brasilsemmiseria.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2011-05-26 16:59:26;2019-08-14 19:22:28;8329582
brasiltransparente.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2000-08-21 15:35:49;2019-12-11 19:04:09;410725
cadastrorural.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2014-11-04 11:21:11;2020-01-21 17:37:41;13512125
cidadesdigitais.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2013-08-28 14:37:05;2020-03-24 15:16:19;11909114
coaf.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;1999-07-20 20:07:02;2020-01-23 20:32:46;179648
comprasgovernamentais.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2014-01-15 18:39:16;2020-01-22 20:01:48;12435180
comprasnet.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;1999-03-26 13:15:35;2020-01-23 14:29:35;149989
computadorparaprofessores.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2008-07-07 13:37:19;2020-01-23 20:46:34;4639088
computadorparatodos.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2005-09-30 14:17:55;2020-01-29 19:03:50;2358165
consegi.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2008-04-30 19:14:28;2020-01-24 17:41:30;4409079
e-car.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2010-11-08 09:30:01;2020-01-23 20:37:25;7484850
empresa.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2013-11-11 18:31:45;2020-01-22 18:37:11;12212565
empresasimples.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2013-11-11 18:31:44;2020-01-23 17:29:14;12212540
entespublicos.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2014-11-04 11:21:11;2020-04-07 17:56:46;13512112
esocial.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2013-05-31 17:21:53;2020-01-23 14:30:30;11523942
expresso.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2010-11-04 13:02:45;2020-01-21 17:42:51;7502175
forumsocinfo.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2004-11-11 12:43:46;2020-04-09 19:56:22;1882454
frameworkdemoiselle.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2009-01-12 13:08:00;2020-01-23 14:28:43;5134631
gespublica.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2005-09-26 13:13:58;2020-01-27 21:05:52;2379916
gnre.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2005-04-04 18:47:26;2019-08-14 20:27:58;2050041
govdata.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2017-03-17 16:40:20;2020-01-21 20:31:08;16749051
microepequenaempresa.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2013-11-06 13:41:09;2020-01-22 18:38:14;12212573
nfse.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2017-10-31 12:23:25;2020-01-29 17:33:05;17636342
obrasnet.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2002-05-03 14:37:25;2019-08-14 20:28:56;810227
orcamentofederal.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2010-12-06 17:42:44;2020-01-24 17:42:25;7603108
ouvidoriadoservidor.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2003-10-24 14:45:06;2020-01-29 19:02:52;1404373
pgfn.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2007-06-26 19:28:37;2020-03-24 15:43:03;3656427
portalgoverno.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2002-07-15 11:48:25;2019-08-14 20:29:54;907366
portalsiscomex.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2014-03-05 15:41:26;2020-02-05 17:43:56;12551486
quiosque.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2002-05-14 19:51:53;2020-02-05 17:42:28;846503
quiosqueredegoverno.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2002-07-15 11:48:24;2020-03-12 15:35:21;907317
receita.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;1998-04-17 18:43:14;2019-08-14 20:10:21;93848
redebrasildigital.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2015-11-16 15:23:00;2020-03-12 15:38:31;14886239
redegoverno.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;1998-04-17 18:43:06;2020-03-24 15:42:13;93845
redesim.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2014-09-02 19:04:42;2020-01-22 20:01:00;13280319
redesimples.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2017-02-21 10:53:14;2020-01-29 17:35:25;16650347
reuse.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2018-11-14 17:25:29;2020-05-27 13:01:59;18988002
riocmsi.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2005-04-04 18:47:26;2020-01-22 18:37:17;2080875
scdp.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2005-10-26 16:30:29;2020-01-23 20:20:43;2416257
serpro.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;1996-01-01 12:00:00;2019-08-14 20:11:38;0
serprolabs.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2018-05-28 14:36:33;2020-04-09 19:54:09;18403371
siapenet.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;1999-10-22 11:32:01;2020-01-23 17:30:46;212040
simples.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2013-11-11 18:31:44;2020-01-22 18:39:27;12212554
sintegra.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;1998-01-16 12:25:08;2020-05-05 20:44:14;82349
siscomex.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;1998-06-24 19:32:39;2020-01-23 17:32:10;104131
smpe.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2013-11-06 13:41:09;2020-01-23 20:22:08;12212581
softwarelivre.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2003-06-24 10:57:23;2020-01-22 20:02:55;1254667
softwarepublico.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2005-11-24 12:23:25;2020-02-14 21:15:47;2483279
solucoestipublica.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2003-02-27 18:44:28;2020-02-05 17:43:15;1121051
tesourodireto.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2003-05-08 14:03:24;2020-01-29 17:33:53;1178358
uca.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2007-06-14 17:47:35;2020-04-09 19:55:18;3656440
xn--oramentofederal-fmb.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70836-900;2010-12-17 16:25:33;2020-01-24 17:43:08;7658293
c-brasil.gov.br;033.683.111/0009-56;SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;2000-05-08 20:09:22;2020-04-09 19:53:14;324512
c-brazil.gov.br;033.683.111/0009-56;SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;2000-05-08 20:09:22;2020-01-24 18:38:35;324581
gra.gov.br;033.683.111/0009-56;SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;2000-08-29 17:26:49;2020-01-21 14:19:36;408759
rais.gov.br;033.683.111/0009-56;SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;2000-01-26 16:48:49;2020-03-12 15:37:37;245082
excelenciaemturismo.gov.br;033.741.794/0001-01;INSTITUTO  BRASILEIRO DE TURISMO;DF;Brasília;70040-010;2008-07-08 17:55:38;2020-05-14 13:05:56;4644824
capitalderisco.gov.br;033.749.086/0002-90;FINANCIADORA DE ESTUDOS E PROJETOS - FINEP;RJ;Rio de Janeiro;20031-170;2000-04-04 17:17:35;2017-07-11 22:10:23;290583
finep.gov.br;033.749.086/0002-90;FINANCIADORA DE ESTUDOS E PROJETOS - FINEP;RJ;Rio de Janeiro;20031-170;1996-01-01 12:00:00;2017-07-11 22:09:44;0
venturecapital.gov.br;033.749.086/0002-90;FINANCIADORA DE ESTUDOS E PROJETOS - FINEP;RJ;Rio de Janeiro;20031-170;2000-04-04 17:18:46;2017-07-11 22:10:35;290586
cofecon.gov.br;033.758.053/0001-25;CONSELHO FEDERAL DE ECONOMIA;DF;Brasília;70318-900;2017-03-24 15:04:16;2020-05-05 20:44:22;16789117
avasus.gov.br;033.781.055/0009-92;FUNDACAO OSWALDO CRUZ;DF;Brasília;70910-900;2017-12-05 16:23:36;2017-12-05 16:34:34;17766771
unasus.gov.br;033.781.055/0009-92;FUNDACAO OSWALDO CRUZ;DF;Brasília;70910-900;2011-10-25 13:52:35;2018-08-15 18:36:36;8923771
bioform.gov.br;033.781.055/0015-30;FUNDACAO OSWALDO CRUZ;RJ;Rio de Janeiro;21040-900;2013-04-01 12:23:27;2020-05-05 20:44:11;11267724
historiaeloucura.gov.br;033.781.055/0019-64;Casa de Oswaldo Cruz Fiocruz;RJ;Rio de Janeiro;21040-361;2017-10-24 17:06:19;2020-05-27 12:30:46;17629165
censo.gov.br;033.787.094/0001-40;FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE;RJ;Rio de Janeiro;20031-170;2000-07-26 13:34:48;2019-01-03 11:36:49;386034
censo2000.gov.br;033.787.094/0001-40;FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE;RJ;Rio de Janeiro;20031-170;2000-07-26 13:34:48;2019-01-03 11:37:08;386036
concar.gov.br;033.787.094/0001-40;FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE;RJ;Rio de Janeiro;20031-170;2010-09-23 19:02:45;2019-01-03 11:37:23;7353286
